,ts_code,name,start_date,end_date,ann_date,change_reason
977,002471.SZ,中超控股,20150908,,20150908,改名
978,600146.SH,商赢环球,20150831,,20150826,改名
979,300162.SZ,雷曼股份,20150831,20190421,20150831,其他
980,603017.SH,中衡设计,20150828,,20150821,改名
981,002323.SZ,雅百特,20150827,20180705,20150827,改名
982,603818.SH,曲美家居,20150826,,20150820,改名
983,600981.SH,汇鸿集团,20150824,,20150820,改名
984,002192.SZ,*ST融捷,20150824,20160204,20150824,改名
985,002621.SZ,三垒股份,20150824,20190416,20150824,其他
986,000547.SZ,航天发展,20150820,,20150820,改名
987,300152.SZ,科融环境,20150819,,20150819,改名
988,002516.SZ,旷达科技,20150819,,20150819,改名
989,000558.SZ,莱茵体育,20150818,,20150818,改名
990,000520.SZ,长航凤凰,20150818,,20150811,其他
991,600606.SH,绿地控股,20150818,,20150814,改名
992,002711.SZ,欧浦智网,20150818,20190423,20150818,改名
993,002506.SZ,协鑫集成,20150812,,20150806,其他
994,002239.SZ,奥特佳,20150811,,20150811,改名
995,300031.SZ,宝通科技,20150807,,20150807,改名
996,603077.SH,和邦生物,20150805,,20150801,改名
997,002504.SZ,弘高创意,20150804,20170502,20150804,改名
998,002171.SZ,楚江新材,20150721,,20150721,改名
999,600061.SH,国投安信,20150717,20171221,20150714,改名
1000,600666.SH,奥瑞德,20150717,20190428,20150714,改名
1001,600696.SH,匹凸匹,20150716,20170328,20150709,改名
1002,002175.SZ,东方网络,20150713,20190428,20150713,改名
1003,000852.SZ,石化机械,20150710,,20150710,改名
1004,600751.SH,天海投资,20150708,20180507,20150702,改名
1005,002691.SZ,冀凯股份,20150706,,20150706,改名
1006,002260.SZ,德奥通航,20150703,20180501,20150703,改名
1007,600145.SH,*ST新亿,20150701,,20150625,改名
1008,300135.SZ,宝利国际,20150630,,20150629,改名
1009,000598.SZ,兴蓉环境,20150630,,20150630,改名
1010,600297.SH,广汇汽车,20150624,,20150618,改名
1011,600240.SH,华业资本,20150623,20190429,20150617,改名
1012,600637.SH,东方明珠,20150619,,20150616,改名
1013,600767.SH,运盛医疗,20150615,20170420,20150611,改名
1014,600381.SH,青海春天,20150612,20160628,20150609,改名
1015,002640.SZ,跨境通,20150612,,20150612,改名
1016,000524.SZ,岭南控股,20150611,,20150611,改名
1017,601766.SH,中国中车,20150608,,20150603,改名
1018,000595.SZ,宝塔实业,20150605,20170328,20150605,改名
1019,000816.SZ,智慧农业,20150605,20180426,20150605,改名
1020,002573.SZ,清新环境,20150605,,20150605,改名
1021,000594.SZ,国恒退,20150529,,20150525,终止上市
1022,600685.SH,中船防务,20150525,,20150518,改名
1023,002155.SZ,湖南黄金,20150518,,20150518,改名
1024,600857.SH,宁波中百,20150518,,20150513,改名
1025,002643.SZ,万润股份,20150513,,20150513,改名
1026,600072.SH,钢构工程,20150511,20170306,20150508,撤销*ST
1027,002624.SZ,完美环球,20150508,20160725,20150508,改名
1028,000755.SZ,山西三维,20150507,20170328,20150506,撤销*ST
1029,002163.SZ,中航三鑫,20150506,,20150505,撤销*ST
1030,600610.SH,中毅达,20150506,20180701,20150505,撤销*ST
1031,600074.SH,保千里,20150505,20171228,20150430,改名
1032,600385.SH,山东金泰,20150505,20190425,20150501,撤销ST
1033,000155.SZ,*ST川化,20150504,20171217,20150430,*ST
1034,600779.SH,*ST水井,20150504,20160508,20150430,*ST
1035,600091.SH,*ST明科,20150504,20160329,20150430,*ST
1036,000590.SZ,*ST古汉,20150504,20160411,20150430,*ST
1037,600870.SH,*ST厦华,20150504,20160405,20150430,*ST
1038,600071.SH,*ST光学,20150504,20160308,20150430,*ST
1039,600408.SH,*ST安泰,20150504,20160314,20150430,*ST
1040,601558.SH,华锐风电,20150504,20170425,20150430,撤销*ST
1041,600242.SH,*ST中昌,20150504,20160406,20150430,*ST
1042,300173.SZ,智慧松德,20150430,,20150430,改名
1043,000611.SZ,*ST蒙发,20150430,20160710,20150429,*ST
1044,002248.SZ,华东数控,20150430,20170426,20150429,撤销*ST
1045,600962.SH,*ST中鲁,20150430,20160406,20150429,*ST
1046,002306.SZ,*ST云网,20150430,20160515,20150429,*ST
1047,002608.SZ,*ST舜船,20150430,20170418,20150429,*ST
1048,002417.SZ,*ST元达,20150430,20160322,20150429,*ST
1049,600732.SH,*ST新梅,20150429,20170605,20150428,*ST
1050,600608.SH,*ST沪科,20150429,20160504,20150428,*ST
1051,000995.SZ,*ST皇台,20150428,20170614,20150427,*ST
1052,600710.SH,*ST常林,20150428,20170730,20150427,*ST
1053,600178.SH,东安动力,20150427,,20150424,撤销*ST
1054,000799.SZ,*ST酒鬼,20150427,20160424,20150424,*ST
1055,600401.SH,*ST海润,20150424,20160503,20150423,*ST
1056,000892.SZ,*ST星美,20150423,20160224,20150422,*ST
1057,600829.SH,人民同泰,20150423,,20150418,改名
1058,600301.SH,*ST南化,20150423,20170409,20150422,*ST
1059,002127.SZ,新民科技,20150423,20160306,20150422,撤销*ST
1060,600722.SH,*ST金化,20150421,20160204,20150420,*ST
1061,600539.SH,*ST狮头,20150421,20160510,20150420,*ST
1062,600599.SH,熊猫金控,20150420,,20150414,改名
1063,600444.SH,*ST国通,20150420,20160424,20150417,*ST
1064,000815.SZ,*ST美利,20150416,20160324,20150415,*ST
1065,600466.SH,蓝光发展,20150416,,20150414,改名
1066,002134.SZ,天津普林,20150416,20170501,20150415,撤销*ST
1067,000059.SZ,*ST华锦,20150415,20160419,20150414,*ST
1068,002217.SZ,合力泰,20150414,,20150413,撤销*ST
1069,600691.SH,*ST阳化,20150413,20160420,20150410,*ST
1070,000510.SZ,*ST金路,20150413,20160428,20150410,*ST
1071,002459.SZ,天业通联,20150413,20191212,20150410,撤销*ST
1072,600299.SH,蓝星新材,20150410,20151228,20150409,撤销*ST
1073,300090.SZ,盛运环保,20150410,,20150411,其他
1074,000912.SZ,*ST天化,20150409,20160314,20150408,*ST
1075,000908.SZ,景峰医药,20150407,,20150407,改名
1076,600075.SH,新疆天业,20150403,,20150402,撤销*ST
1077,600598.SH,北大荒,20150403,,20150402,撤销*ST
1078,002234.SZ,民和股份,20150403,,20150402,撤销*ST
1079,000927.SZ,*ST夏利,20150402,20160417,20150401,*ST
1080,000155.SZ,ST川化,20150402,20150503,20150401,ST
1081,002354.SZ,天神娱乐,20150402,,20150402,改名
1082,600654.SH,中安消,20150402,20170502,20150331,改名
1083,600656.SH,*ST博元,20150331,20160328,20150328,*ST
1084,600644.SH,*ST乐电,20150331,20160309,20150330,*ST
1085,600871.SH,石化油服,20150331,20180328,20150330,摘星改名
1086,000504.SZ,南华生物,20150331,20160425,20150330,摘星改名
1087,000779.SZ,三毛派神,20150330,20190702,20150327,撤销*ST
1088,000068.SZ,*ST华赛,20150325,20160411,20150324,*ST
1089,600069.SH,*ST银鸽,20150324,20160404,20150321,*ST
1090,000822.SZ,山东海化,20150324,,20150323,撤销*ST
1091,600860.SH,京城股份,20150324,20170320,20150323,撤销*ST
1092,300208.SZ,恒顺众昇,20150324,20190211,20150324,改名
1093,002192.SZ,*ST路翔,20150323,20150823,20150320,*ST
1094,002160.SZ,常铝股份,20150320,,20150319,撤销*ST
1095,600228.SH,昌九生化,20150319,20170313,20150318,撤销*ST
1096,002280.SZ,联络互动,20150319,,20150319,改名
1097,600652.SH,游久游戏,20150319,20190505,20150314,改名
1098,600217.SH,*ST秦岭,20150318,20160308,20150317,*ST
1099,600176.SH,中国巨石,20150318,,20150313,改名
1100,600550.SH,保变电气,20150318,,20150317,撤销*ST
1101,002164.SZ,宁波东力,20150316,,20150313,撤销*ST
1102,000008.SZ,神州高铁,20150313,,20150313,改名
1103,002195.SZ,二三四五,20150313,,20150313,改名
1104,002346.SZ,柘中股份,20150312,,20150312,改名
1105,000677.SZ,*ST海龙,20150312,20160324,20150311,*ST
1106,000711.SZ,*ST京蓝,20150311,20160215,20150310,*ST
1107,000976.SZ,*ST春晖,20150311,20160224,20150310,*ST
1108,600566.SH,济川药业,20150310,,20150304,改名
1109,002506.SZ,*ST集成,20150309,20150811,20150309,改名
1110,000925.SZ,众合科技,20150306,,20150306,改名
1111,002312.SZ,三泰控股,20150305,20170427,20150305,改名
1112,600689.SH,上海三毛,20150303,,20150302,撤销*ST
1113,600306.SH,商业城,20150303,20160426,20150302,撤销*ST
1114,002006.SZ,精功科技,20150302,,20150227,撤销*ST
1115,600984.SH,*ST建机,20150225,20160509,20150217,*ST
1116,600695.SH,绿庭投资,20150212,,20150207,改名
1117,600163.SH,*ST南纸,20150211,20151209,20150210,*ST
1118,600381.SH,贤成矿业,20150210,20150611,20150209,撤销*ST
1119,600282.SH,南钢股份,20150210,,20150209,撤销*ST
1120,000150.SZ,宜华健康,20150209,,20150209,改名
1121,000616.SZ,海航投资,20150206,,20150206,改名
1122,000676.SZ,智度投资,20150204,20160825,20150204,改名
1123,300266.SZ,兴源环境,20150204,,20150204,改名
1124,002555.SZ,顺荣三七,20150203,20160118,20150203,改名
1125,600715.SH,*ST松辽,20150130,20160313,20150129,*ST
1126,600588.SH,用友网络,20150130,,20150127,改名
1127,002633.SZ,*ST申科,20150128,20160329,20150127,*ST
1128,600111.SH,北方稀土,20150120,,20150115,改名
1129,002491.SZ,通鼎互联,20150120,,20150120,改名
1130,000607.SZ,华媒控股,20150119,,20150119,改名
1131,600803.SH,新奥股份,20150116,,20150113,改名
1132,002143.SZ,印纪传媒,20150115,20190407,20150115,改名
1133,600610.SH,*ST中毅,20150114,20150505,20150110,改名
1134,000516.SZ,国际医学,20150113,,20150113,改名
1135,600556.SH,慧球科技,20150112,20160912,20150107,改名
1136,600422.SH,昆药集团,20150109,,20150106,其他
1137,600893.SH,中航动力,20150109,20170508,20150106,改名
1138,600038.SH,中直股份,20150108,,20141231,改名
1139,002447.SZ,壹桥海参,20150107,20161012,20150107,改名
1140,000546.SZ,金圆股份,20150106,,20150106,改名
1141,002036.SZ,汉麻产业,20150105,20160302,20150105,改名
1142,000021.SZ,深科技,20150105,,20150105,其他
1143,002329.SZ,皇氏集团,20141231,,20141231,改名
1144,000835.SZ,长城动漫,20141231,,20141231,改名
1145,601058.SH,赛轮金宇,20141231,20181106,20141226,改名
1146,600273.SH,嘉化能源,20141224,,20141219,改名
1147,600983.SH,惠而浦,20141218,,20141213,改名
1148,600976.SH,健民集团,20141218,,20141213,其他
1149,002180.SZ,艾派克,20141216,20170525,20141216,改名
1150,002564.SZ,天沃科技,20141211,,20141211,改名
1151,002018.SZ,华信国际,20141210,20180501,20141210,改名
1152,002019.SZ,亿帆鑫富,20141201,20161010,20141201,改名
1153,600610.SH,*ST中纺,20141125,20150113,20141120,完成股改
1154,002072.SZ,凯瑞德,20141124,20190505,20141124,改名
1155,000711.SZ,京蓝科技,20141117,20150310,20141115,改名
1156,000716.SZ,黑芝麻,20141112,,20141112,改名
1157,000810.SZ,创维数字,20141111,,20141111,改名
1158,002021.SZ,中捷资源,20141111,20190429,20141111,改名
1159,000789.SZ,万年青,20141110,,20141108,其他
1160,000403.SZ,ST生化,20141107,20181121,20141106,摘星
1161,600483.SH,福能股份,20141106,,20141103,改名
1162,000837.SZ,秦川机床,20141031,,20141031,改名
1163,600175.SH,美都能源,20141029,,20141024,改名
1164,000802.SZ,北京文化,20141024,,20141024,改名
1165,000611.SZ,内蒙发展,20141022,20150429,20141022,改名
1166,000958.SZ,东方能源,20141015,,20141015,改名
1167,000928.SZ,中钢国际,20141013,,20141013,改名
1168,000928.SZ,中钢吉炭,20140930,20141012,20140929,其他
1169,600485.SH,信威集团,20140926,20190429,20140923,改名
1170,300254.SZ,仟源医药,20140919,,20140919,改名
1171,002301.SZ,齐心集团,20140916,,20140916,改名
1172,600575.SH,皖江物流,20140901,20190910,20140827,改名
1173,600759.SH,洲际油气,20140828,,20140821,改名
1174,002306.SZ,中科云网,20140825,20150429,20140825,改名
1175,002102.SZ,冠福股份,20140821,20181015,20140821,其他
1176,000681.SZ,视觉中国,20140820,,20140820,改名
1177,000670.SZ,盈方微,20140818,20160502,20140818,改名
1178,600869.SH,智慧能源,20140812,,20140808,改名
1179,002200.SZ,云投生态,20140811,20190425,20140811,改名
1180,600827.SH,百联股份,20140808,,20140805,改名
1181,600385.SH,ST金泰,20140807,20150504,20140731,恢复上市加N
1182,600385.SH,NST金泰,20140806,20140806,20140731,其他
1183,000751.SZ,锌业股份,20140806,,20140730,其他
1184,300156.SZ,神雾环保,20140804,,20140804,改名
1185,600337.SH,美克家居,20140801,,20140728,改名
1186,600705.SH,中航资本,20140730,,20140724,改名
1187,002382.SZ,蓝帆医疗,20140725,,20140725,改名
1188,600617.SH,国新能源,20140717,,20140712,改名
1189,000670.SZ,舜元实业,20140715,20140817,20140711,完成股改
1190,600539.SH,狮头股份,20140708,20150420,20140707,撤销ST
1191,002373.SZ,千方科技,20140708,,20140708,改名
1192,600509.SH,天富能源,20140701,,20140625,改名
1193,600247.SH,*ST成城,20140701,20160508,20140630,*ST
1194,000035.SZ,中国天楹,20140624,,20140624,改名
1195,002675.SZ,东诚药业,20140617,,20140617,改名
1196,002373.SZ,联信永益,20140616,20140707,20140613,撤销*ST
1197,600538.SH,国发股份,20140612,,20140606,其他
1198,002174.SZ,游族网络,20140605,,20140605,改名
1199,002071.SZ,长城影视,20140605,,20140605,改名
1200,000760.SZ,斯太尔,20140605,20190505,20140605,改名
1201,002276.SZ,万马股份,20140604,,20140604,改名
1202,600673.SH,东阳光科,20140529,20190414,20140524,改名
1203,000509.SZ,华塑控股,20140519,,20140516,撤销*ST
1204,000017.SZ,深中华A,20140514,,20140513,撤销*ST
1205,600074.SH,中达股份,20140514,20150504,20140513,撤销*ST
1206,000676.SZ,思达高科,20140512,20150203,20140509,撤销*ST
1207,000902.SZ,新洋丰,20140512,,20140512,改名
1208,600421.SH,仰帆控股,20140509,20180110,20140501,改名
1209,600556.SH,北生药业,20140508,20150111,20140507,撤销*ST
1210,600319.SH,亚星化学,20140508,20160328,20140507,撤销*ST
1211,002217.SZ,*ST合泰,20140507,20150413,20140507,改名
1212,000592.SZ,平潭发展,20140506,,20140506,改名
1213,600499.SH,科达洁能,20140505,,20140426,改名
1214,000659.SZ,*ST中富,20140505,20160426,20140430,*ST
1215,600145.SH,*ST国创,20140505,20150630,20140430,*ST
1216,600228.SH,*ST昌九,20140505,20150318,20140430,*ST
1217,000033.SZ,*ST新都,20140505,20170523,20140430,*ST
1218,601558.SH,*ST锐电,20140505,20150503,20140430,*ST
1219,600698.SH,湖南天雁,20140505,20190328,20140430,其他
1220,002015.SZ,*ST霞客,20140430,20160224,20140429,*ST
1221,600282.SH,*ST南钢,20140430,20150209,20140429,*ST
1222,600178.SH,*ST东安,20140430,20150426,20140429,*ST
1223,000046.SZ,泛海控股,20140430,,20140430,改名
1224,300101.SZ,振芯科技,20140430,,20140430,改名
1225,600555.SH,九龙山,20140430,20160217,20140429,撤销*ST
1226,600265.SH,ST景谷,20140429,20160502,20140428,摘星
1227,002163.SZ,*ST三鑫,20140429,20150505,20140428,*ST
1228,000953.SZ,河池化工,20140429,20170301,20140428,撤销*ST
1229,002248.SZ,*ST东数,20140429,20150429,20140428,*ST
1230,002006.SZ,*ST精功,20140429,20150301,20140428,*ST
1231,600579.SH,天华院,20140429,20190918,20140428,摘星改名
1232,300041.SZ,回天新材,20140425,,20140425,改名
1233,002217.SZ,*ST联工,20140425,20140506,20140424,*ST
1234,600358.SH,国旅联合,20140424,,20140423,撤销*ST
1235,300144.SZ,宋城演艺,20140423,,20140423,改名
1236,002164.SZ,*ST东力,20140423,20150315,20140422,*ST
1237,600301.SH,ST南化,20140423,20150422,20140422,摘星
1238,000617.SZ,石油济柴,20140423,20160331,20140422,撤销*ST
1239,000035.SZ,中科健,20140422,20140623,20140421,撤销*ST
1240,300370.SZ,安控科技,20140422,,20140422,其他
1241,002234.SZ,*ST民和,20140422,20150402,20140421,*ST
1242,600087.SH,退市长油,20140421,,20140412,终止上市
1243,600234.SH,山水文化,20140421,20160502,20140418,撤销*ST
1244,000779.SZ,*ST派神,20140418,20150329,20140417,*ST
1245,600299.SH,*ST新材,20140417,20150409,20140416,*ST
1246,000505.SZ,珠江控股,20140416,20160425,20140415,撤销*ST
1247,000582.SZ,北部湾港,20140416,,20140416,改名
1248,600306.SH,*ST商城,20140416,20150302,20140415,*ST
1249,300083.SZ,劲胜精密,20140416,20170712,20140416,其他
1250,600689.SH,*ST三毛,20140415,20150302,20140414,*ST
1251,000416.SZ,民生控股,20140414,,20140414,改名
1252,002134.SZ,*ST普林,20140414,20150415,20140411,*ST
1253,600398.SH,海澜之家,20140411,,20140404,改名
