,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
971,002519.SZ,002519,银河电子,江苏,通信设备,江苏银河电子股份有限公司,"Jiangsu Yinhe Electronics Co.,Ltd.",中小板,SZSE,CNY,L,20101207,,N
972,002520.SZ,002520,日发精机,浙江,机床制造,浙江日发精密机械股份有限公司,"Zhejiang RIFA Precision Machinery Co.,Ltd.",中小板,SZSE,CNY,L,20101210,,N
973,002521.SZ,002521,齐峰新材,山东,造纸,齐峰新材料股份有限公司,"Qifeng New Material Co.,Ltd",中小板,SZSE,CNY,L,20101210,,N
974,002522.SZ,002522,浙江众成,浙江,塑料,浙江众成包装材料股份有限公司,"Zhejiang Zhongcheng Packing Material Co., Ltd",中小板,SZSE,CNY,L,20101210,,N
975,002523.SZ,002523,天桥起重,湖南,工程机械,株洲天桥起重机股份有限公司,"Zhuzhou Tianqiao Crane Co., Ltd.",中小板,SZSE,CNY,L,20101210,,N
976,002524.SZ,002524,光正集团,新疆,医疗保健,光正集团股份有限公司,"Guangzheng Group Co.,Ltd.",中小板,SZSE,CNY,L,20101217,,N
977,002526.SZ,002526,山东矿机,山东,工程机械,山东矿机集团股份有限公司,"Shandong Mining Machinery Group Co., Ltd.",中小板,SZSE,CNY,L,20101217,,N
978,002527.SZ,002527,新时达,上海,电器仪表,上海新时达电气股份有限公司,Shanghai STEP Electric Corporation,中小板,SZSE,CNY,L,20101224,,N
979,002528.SZ,002528,英飞拓,深圳,IT设备,深圳英飞拓科技股份有限公司,Shenzhen Infinova Limited,中小板,SZSE,CNY,L,20101224,,N
980,002529.SZ,002529,海源复材,福建,专用机械,福建海源复合材料科技股份有限公司,"Fujian Haiyuan Composites Technology Co.,Ltd.",中小板,SZSE,CNY,L,20101224,,N
981,002530.SZ,002530,金财互联,江苏,软件服务,金财互联控股股份有限公司,JC Finance & Tax Interconnect Holdings Ltd.,中小板,SZSE,CNY,L,20101231,,S
982,002531.SZ,002531,天顺风能,江苏,电气设备,天顺风能(苏州)股份有限公司,"Titan Wind Energy (Suzhou) Co., Ltd",中小板,SZSE,CNY,L,20101231,,S
983,002532.SZ,002532,新界泵业,浙江,农用机械,新界泵业集团股份有限公司,"Shimge Pump Industry Group Co.,Ltd.",中小板,SZSE,CNY,L,20101231,,N
984,002533.SZ,002533,金杯电工,湖南,电气设备,金杯电工股份有限公司,"Gold Cup Electric Apparatus Co.,Ltd.",中小板,SZSE,CNY,L,20101231,,N
985,002534.SZ,002534,杭锅股份,浙江,专用机械,杭州锅炉集团股份有限公司,"Hangzhou Boiler Group Co.,Ltd.",中小板,SZSE,CNY,L,20110110,,N
986,002535.SZ,002535,林州重机,河南,工程机械,林州重机集团股份有限公司,"Linzhou Heavy Machinery Group Co., Ltd.",中小板,SZSE,CNY,L,20110111,,N
987,002536.SZ,002536,飞龙股份,河南,汽车配件,飞龙汽车部件股份有限公司,"Feilong Auto Components Co.,Ltd",中小板,SZSE,CNY,L,20110111,,N
988,002537.SZ,002537,海联金汇,山东,汽车整车,海联金汇科技股份有限公司,"Hyunion Holding Co.,Ltd.",中小板,SZSE,CNY,L,20110110,,S
989,002538.SZ,002538,司尔特,安徽,农药化肥,安徽省司尔特肥业股份有限公司,"Anhui Sierte Fertilizer Industry Ltd.,Company",中小板,SZSE,CNY,L,20110118,,N
990,002539.SZ,002539,云图控股,四川,农药化肥,成都云图控股股份有限公司,"Chengdu Wintrue Holding Co., Ltd.",中小板,SZSE,CNY,L,20110118,,N
991,002540.SZ,002540,亚太科技,江苏,铝,江苏亚太轻合金科技股份有限公司,"Jiangsu Asia-Pacific Light Alloy Technology Co., Ltd.",中小板,SZSE,CNY,L,20110118,,N
992,002541.SZ,002541,鸿路钢构,安徽,钢加工,安徽鸿路钢结构(集团)股份有限公司,"Anhui Honglu Steel Construction(Group) Co.,Ltd",中小板,SZSE,CNY,L,20110118,,N
993,002542.SZ,002542,中化岩土,北京,建筑工程,中化岩土集团股份有限公司,"China Zhonghua Geotechnical Engineering Group Co., Ltd.",中小板,SZSE,CNY,L,20110128,,S
994,002543.SZ,002543,万和电气,广东,家用电器,广东万和新电气股份有限公司,"Guangdong Vanward New Electric Co.,Ltd",中小板,SZSE,CNY,L,20110128,,N
995,002544.SZ,002544,杰赛科技,广东,软件服务,广州杰赛科技股份有限公司,"Gci Science & Technology Co., Ltd.",中小板,SZSE,CNY,L,20110128,,S
996,002545.SZ,002545,东方铁塔,山东,农药化肥,青岛东方铁塔股份有限公司,"Qingdao East Steel Tower Stock Co.,Ltd",中小板,SZSE,CNY,L,20110211,,S
997,002546.SZ,002546,新联电子,江苏,电气设备,南京新联电子股份有限公司,"Nanjing Xinlian Electronics Co., Ltd",中小板,SZSE,CNY,L,20110211,,N
998,002547.SZ,002547,春兴精工,江苏,通信设备,苏州春兴精工股份有限公司,"Suzhou Chunxing Precision Mechanical Co.,Ltd.",中小板,SZSE,CNY,L,20110218,,S
999,002548.SZ,002548,金新农,深圳,饲料,深圳市金新农科技股份有限公司,"Shenzhen Kingsino Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110218,,N
1000,002549.SZ,002549,凯美特气,湖南,环境保护,湖南凯美特气体股份有限公司,"Hunan Kaimeite Gases Co., Ltd.",中小板,SZSE,CNY,L,20110218,,N
1001,002550.SZ,002550,千红制药,江苏,生物制药,常州千红生化制药股份有限公司,"Changzhou Qianhong Biopharma Co.,Ltd",中小板,SZSE,CNY,L,20110218,,S
1002,002551.SZ,002551,尚荣医疗,深圳,医疗保健,深圳市尚荣医疗股份有限公司,"Shenzhen Glory Medical Co.,Ltd.",中小板,SZSE,CNY,L,20110225,,N
1003,002552.SZ,002552,宝鼎科技,浙江,机械基件,宝鼎科技股份有限公司,"Baoding Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110225,,N
1004,002553.SZ,002553,南方轴承,江苏,汽车配件,江苏南方轴承股份有限公司,"Jiangsu Nanfang Bearing Co.,Ltd.",中小板,SZSE,CNY,L,20110225,,N
1005,002554.SZ,002554,惠博普,北京,石油开采,华油惠博普科技股份有限公司,"China Oil HBP Science & Technology Co.,Ltd",中小板,SZSE,CNY,L,20110225,,N
1006,002555.SZ,002555,三七互娱,安徽,互联网,芜湖三七互娱网络科技集团股份有限公司,"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGYGROUP CO.,LTD.",中小板,SZSE,CNY,L,20110302,,S
1007,002556.SZ,002556,辉隆股份,安徽,其他商业,安徽辉隆农资集团股份有限公司,"Anhui Huilong Agricultural Means of Production .Co.,Ltd.",中小板,SZSE,CNY,L,20110302,,N
1008,002557.SZ,002557,洽洽食品,安徽,食品,洽洽食品股份有限公司,"Chacha Food Company,Limited",中小板,SZSE,CNY,L,20110302,,S
1009,002558.SZ,002558,巨人网络,重庆,互联网,巨人网络集团股份有限公司,"Giant Network Group Co., Ltd.",中小板,SZSE,CNY,L,20110302,,S
1010,002559.SZ,002559,亚威股份,江苏,机床制造,江苏亚威机床股份有限公司,"Jiangsu Yawei Machine Tool Co.,Ltd.",中小板,SZSE,CNY,L,20110303,,N
1011,002560.SZ,002560,通达股份,河南,电气设备,河南通达电缆股份有限公司,"Henan Tong-Da Cable Co., Ltd.",中小板,SZSE,CNY,L,20110303,,N
1012,002561.SZ,002561,徐家汇,上海,百货,上海徐家汇商城股份有限公司,"Shanghai Xujiahui Commercial Co., Ltd.",中小板,SZSE,CNY,L,20110303,,N
1013,002562.SZ,002562,兄弟科技,浙江,化学制药,兄弟科技股份有限公司,"Brother Enterprises Holding Co.,Ltd.",中小板,SZSE,CNY,L,20110310,,N
1014,002563.SZ,002563,森马服饰,浙江,服饰,浙江森马服饰股份有限公司,"Zhejiang Semir Garment Co., Ltd.",中小板,SZSE,CNY,L,20110311,,S
1015,002564.SZ,002564,天沃科技,江苏,建筑工程,苏州天沃科技股份有限公司,"Suzhou Thvow Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110310,,N
1016,002565.SZ,002565,顺灏股份,上海,造纸,上海顺灏新材料科技股份有限公司,"Shanghai Shunho New Materials Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110318,,N
1017,002566.SZ,002566,益盛药业,吉林,中成药,吉林省集安益盛药业股份有限公司,"Jilin Jian Yisheng Pharmaceutical Co.,Ltd.",中小板,SZSE,CNY,L,20110318,,N
1018,002567.SZ,002567,唐人神,湖南,饲料,唐人神集团股份有限公司,"Tangrenshen Group Co., Ltd",中小板,SZSE,CNY,L,20110325,,S
1019,002568.SZ,002568,百润股份,上海,红黄酒,上海百润投资控股集团股份有限公司,"Shanghai Bairun Investment Holding Group Co., Ltd.",中小板,SZSE,CNY,L,20110325,,S
1020,002569.SZ,002569,*ST步森,浙江,服饰,浙江步森服饰股份有限公司,"Zhejiang Busen Garments Co.,Ltd.",中小板,SZSE,CNY,L,20110412,,N
1021,002570.SZ,002570,贝因美,浙江,乳制品,贝因美股份有限公司,"Beingmate Baby & Child Food Co., Ltd",中小板,SZSE,CNY,L,20110412,,N
1022,002571.SZ,002571,德力股份,安徽,玻璃,安徽德力日用玻璃股份有限公司,"Anhui Deli Housedhold Glass Co.,Ltd",中小板,SZSE,CNY,L,20110412,,N
1023,002572.SZ,002572,索菲亚,广东,家居用品,索菲亚家居股份有限公司,"Suofeiya Home Collection Co.,Ltd",中小板,SZSE,CNY,L,20110412,,S
1024,002573.SZ,002573,清新环境,北京,环境保护,北京清新环境技术股份有限公司,"Beijing SPC Environment Protection Tech Co.,Ltd.",中小板,SZSE,CNY,L,20110422,,S
1025,002574.SZ,002574,明牌珠宝,浙江,服饰,浙江明牌珠宝股份有限公司,"Zhejiang Ming Jewelry Co.,Ltd.",中小板,SZSE,CNY,L,20110422,,N
1026,002575.SZ,002575,群兴玩具,广东,文教休闲,广东群兴玩具股份有限公司,"Guangdong Qunxing Toys Joint-Stock Co.,Ltd",中小板,SZSE,CNY,L,20110422,,N
1027,002576.SZ,002576,通达动力,江苏,电气设备,江苏通达动力科技股份有限公司,"Jiangsu Tongda Power Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110428,,N
1028,002577.SZ,002577,雷柏科技,深圳,IT设备,深圳雷柏科技股份有限公司,"Shenzhen Rapoo Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110428,,N
1029,002578.SZ,002578,闽发铝业,福建,铝,福建省闽发铝业股份有限公司,Fujian Minfa Aluminium Inc,中小板,SZSE,CNY,L,20110428,,N
1030,002579.SZ,002579,中京电子,广东,元器件,惠州中京电子科技股份有限公司,Huizhou China Eagle Electronic Technology Inc.,中小板,SZSE,CNY,L,20110506,,N
1031,002580.SZ,002580,圣阳股份,山东,电气设备,山东圣阳电源股份有限公司,"Shandong Sacred Sun Power Sources Co.,Ltd.",中小板,SZSE,CNY,L,20110506,,N
1032,002581.SZ,002581,未名医药,山东,生物制药,山东未名生物医药股份有限公司,"Shandong Sinobioway Biomedicine Co., Ltd.",中小板,SZSE,CNY,L,20110520,,N
1033,002582.SZ,002582,好想你,河南,食品,好想你健康食品股份有限公司,"Haoxiangni Health Food Co., Ltd.",中小板,SZSE,CNY,L,20110520,,N
1034,002583.SZ,002583,海能达,深圳,通信设备,海能达通信股份有限公司,Hytera Communications Corporation Limited,中小板,SZSE,CNY,L,20110527,,S
1035,002584.SZ,002584,西陇科学,广东,化工原料,西陇科学股份有限公司,"Xilong Scientific Co.,Ltd",中小板,SZSE,CNY,L,20110602,,N
1036,002585.SZ,002585,双星新材,江苏,塑料,江苏双星彩塑新材料股份有限公司,"Jiangsu Shuangxing Color Plastic New Materials Co.,Ltd.",中小板,SZSE,CNY,L,20110602,,N
1037,002586.SZ,002586,ST围海,浙江,建筑工程,浙江省围海建设集团股份有限公司,"Zhejiang Reclaim Construction Group Co., Ltd.",中小板,SZSE,CNY,L,20110602,,N
1038,002587.SZ,002587,奥拓电子,深圳,元器件,深圳市奥拓电子股份有限公司,"Shenzhen Aoto Electronics Co., Ltd.",中小板,SZSE,CNY,L,20110610,,N
1039,002588.SZ,002588,史丹利,山东,农药化肥,史丹利农业集团股份有限公司,"STANLEY AGRICULTURE GROUP CO.,LTD.",中小板,SZSE,CNY,L,20110610,,N
1040,002589.SZ,002589,瑞康医药,山东,医药商业,瑞康医药集团股份有限公司,"Realcan Pharmaceutical Group Co., Ltd.",中小板,SZSE,CNY,L,20110610,,S
1041,002590.SZ,002590,万安科技,浙江,汽车配件,浙江万安科技股份有限公司,"Zhejiang Vie Science & Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110610,,N
1042,002591.SZ,002591,恒大高新,江西,化工原料,江西恒大高新技术股份有限公司,"Jiangxi Hengda Hi-Tech Co., Ltd.",中小板,SZSE,CNY,L,20110621,,N
1043,002592.SZ,002592,八菱科技,广西,汽车配件,南宁八菱科技股份有限公司,"Nanning Baling Technology Co.,Ltd.",中小板,SZSE,CNY,L,20111111,,N
1044,002593.SZ,002593,日上集团,福建,汽车配件,厦门日上集团股份有限公司,"Xiamen Sunrise wheel Group Co.,Ltd",中小板,SZSE,CNY,L,20110628,,N
1045,002594.SZ,002594,比亚迪,深圳,汽车整车,比亚迪股份有限公司,BYD Company Limited,中小板,SZSE,CNY,L,20110630,,S
1046,002595.SZ,002595,豪迈科技,山东,专用机械,山东豪迈机械科技股份有限公司,"Himile Mechanical Science and Technology (Shandong) Co.,Ltd",中小板,SZSE,CNY,L,20110628,,S
1047,002596.SZ,002596,海南瑞泽,海南,其他建材,海南瑞泽新型建材股份有限公司,"Hainan Ruize New Building Material Co.,Ltd.",中小板,SZSE,CNY,L,20110707,,S
1048,002597.SZ,002597,金禾实业,安徽,化工原料,安徽金禾实业股份有限公司,"Anhui Jinhe Industrial Co.,Ltd",中小板,SZSE,CNY,L,20110707,,S
1049,002598.SZ,002598,山东章鼓,山东,机械基件,山东省章丘鼓风机股份有限公司,"Shandong Zhangqiu Blower Co.,Ltd",中小板,SZSE,CNY,L,20110707,,N
1050,002599.SZ,002599,盛通股份,北京,广告包装,北京盛通印刷股份有限公司,"Beijing Shengtong Printing Co.,Ltd",中小板,SZSE,CNY,L,20110715,,N
1051,002600.SZ,002600,领益智造,广东,元器件,广东领益智造股份有限公司,Lingyi Itech (Guangdong) Company,中小板,SZSE,CNY,L,20110715,,S
1052,002601.SZ,002601,龙蟒佰利,河南,化工原料,龙蟒佰利联集团股份有限公司,"Lomon Billions Group Co.,Ltd.",中小板,SZSE,CNY,L,20110715,,S
1053,002602.SZ,002602,世纪华通,浙江,互联网,浙江世纪华通集团股份有限公司,"Zhejiang Century Huatong Group Co.,Ltd",中小板,SZSE,CNY,L,20110728,,S
1054,002603.SZ,002603,以岭药业,河北,中成药,石家庄以岭药业股份有限公司,"Shijiazhuang Yiling Pharmaceutical Co., Ltd",中小板,SZSE,CNY,L,20110728,,S
1055,002605.SZ,002605,姚记科技,上海,文教休闲,上海姚记科技股份有限公司,"Shanghai Yaoji Technology Co., Ltd.",中小板,SZSE,CNY,L,20110805,,N
1056,002606.SZ,002606,大连电瓷,辽宁,电气设备,大连电瓷集团股份有限公司,"Dalian Insulator Group Co.,Ltd.",中小板,SZSE,CNY,L,20110805,,N
1057,002607.SZ,002607,中公教育,安徽,文教休闲,中公教育科技股份有限公司,"Offcn Education Technology Co., Ltd.",中小板,SZSE,CNY,L,20110810,,S
1058,002608.SZ,002608,江苏国信,江苏,火力发电,江苏国信股份有限公司,"Jiangsu Guoxin Corp., Ltd.",中小板,SZSE,CNY,L,20110810,,S
1059,002609.SZ,002609,捷顺科技,深圳,软件服务,深圳市捷顺科技实业股份有限公司,"Shenzhen Jieshun Science and Technology Industry Co., Ltd.",中小板,SZSE,CNY,L,20110815,,N
1060,002610.SZ,002610,爱康科技,江苏,电气设备,江苏爱康科技股份有限公司,"Jiangsu Akcome Science & Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110815,,S
1061,002611.SZ,002611,东方精工,广东,轻工机械,广东东方精工科技股份有限公司,"Guangdong Dongfang Precision Science & Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110830,,S
1062,002612.SZ,002612,朗姿股份,北京,服饰,朗姿股份有限公司,"Lancy Co., Ltd",中小板,SZSE,CNY,L,20110830,,N
1063,002613.SZ,002613,北玻股份,河南,专用机械,洛阳北方玻璃技术股份有限公司,"Luoyang Northglass Technology Co.,Ltd",中小板,SZSE,CNY,L,20110830,,N
1064,002614.SZ,002614,奥佳华,福建,医疗保健,奥佳华智能健康科技集团股份有限公司,"Xiamen Comfort Science&Technology Group Co., Ltd.",中小板,SZSE,CNY,L,20110909,,S
1065,002615.SZ,002615,哈尔斯,浙江,家居用品,浙江哈尔斯真空器皿股份有限公司,"Zhejiang Haers Vacuum Containers Co.,Ltd.",中小板,SZSE,CNY,L,20110909,,N
1066,002616.SZ,002616,长青集团,广东,环境保护,广东长青(集团)股份有限公司,Guangdong Chant Group Inc.,中小板,SZSE,CNY,L,20110920,,N
1067,002617.SZ,002617,露笑科技,浙江,电气设备,露笑科技股份有限公司,"Roshow Technology Co., Ltd.",中小板,SZSE,CNY,L,20110920,,S
1068,002618.SZ,002618,丹邦科技,深圳,元器件,深圳丹邦科技股份有限公司,"Shenzhen Danbond Technology Co.,Ltd.",中小板,SZSE,CNY,L,20110920,,S
1069,002619.SZ,002619,艾格拉斯,浙江,互联网,艾格拉斯股份有限公司,"Egls Co.,Ltd.",中小板,SZSE,CNY,L,20110929,,N
1070,002620.SZ,002620,瑞和股份,深圳,装修装饰,深圳瑞和建筑装饰股份有限公司,"Shenzhen Ruihe Construction Decoration Co., Ltd.",中小板,SZSE,CNY,L,20110929,,N
1071,002621.SZ,002621,美吉姆,辽宁,文教休闲,大连美吉姆教育科技股份有限公司,"DALIAN MY GYM EDUCATION TECHNOLOGY CO.,LTD.",中小板,SZSE,CNY,L,20110929,,S
1072,002622.SZ,002622,融钰集团,吉林,综合类,融钰集团股份有限公司,"RONGYU GROUP CO.,LTD.",中小板,SZSE,CNY,L,20111018,,N
1073,002623.SZ,002623,亚玛顿,江苏,玻璃,常州亚玛顿股份有限公司,"Changzhou Almaden Co., Ltd.",中小板,SZSE,CNY,L,20111013,,N
1074,002624.SZ,002624,完美世界,浙江,影视音像,完美世界股份有限公司,"Perfect World Co., Ltd.",中小板,SZSE,CNY,L,20111028,,S
1075,002625.SZ,002625,光启技术,浙江,汽车配件,光启技术股份有限公司,"Kuang-Chi Technologies Co., Ltd.",中小板,SZSE,CNY,L,20111103,,S
1076,002626.SZ,002626,金达威,福建,食品,厦门金达威集团股份有限公司,Xiamen Kingdomway Group Company,中小板,SZSE,CNY,L,20111028,,S
1077,002627.SZ,002627,宜昌交运,湖北,公共交通,湖北宜昌交运集团股份有限公司,"Hubei Yichang Transportation Group Co.,Ltd.",中小板,SZSE,CNY,L,20111103,,N
1078,002628.SZ,002628,成都路桥,四川,建筑工程,成都市路桥工程股份有限公司,"Chengdu Road & Bridge Engineering Co.,Ltd",中小板,SZSE,CNY,L,20111103,,N
1079,002629.SZ,002629,*ST仁智,浙江,石油开采,浙江仁智股份有限公司,"Zhejiang Renzhi Co.,Ltd.",中小板,SZSE,CNY,L,20111103,,N
1080,002630.SZ,002630,华西能源,四川,专用机械,华西能源工业股份有限公司,"China Western Power Industrial Co., Ltd.",中小板,SZSE,CNY,L,20111111,,N
1081,002631.SZ,002631,德尔未来,江苏,家居用品,德尔未来科技控股集团股份有限公司,"Der Future Science & Technology Holding Group Co., Ltd.",中小板,SZSE,CNY,L,20111111,,N
1082,002632.SZ,002632,道明光学,浙江,化工原料,道明光学股份有限公司,"Daoming Optics&Chemical Co.,Ltd",中小板,SZSE,CNY,L,20111122,,N
1083,002633.SZ,002633,申科股份,浙江,机械基件,申科滑动轴承股份有限公司,Shenke Slide Bearing Corporation,中小板,SZSE,CNY,L,20111122,,N
1084,002634.SZ,002634,棒杰股份,浙江,服饰,浙江棒杰控股集团股份有限公司,"Zhejiang Bangjie Holding Group Co.,Ltd",中小板,SZSE,CNY,L,20111205,,N
1085,002635.SZ,002635,安洁科技,江苏,IT设备,苏州安洁科技股份有限公司,"Suzhou Anjie Technology Co., Ltd.",中小板,SZSE,CNY,L,20111125,,S
1086,002636.SZ,002636,金安国纪,上海,元器件,金安国纪科技股份有限公司,Goldenmax International Technology Ltd.,中小板,SZSE,CNY,L,20111125,,S
1087,002637.SZ,002637,赞宇科技,浙江,日用化工,赞宇科技集团股份有限公司,"Zanyu Technology Group Co., Ltd.",中小板,SZSE,CNY,L,20111125,,N
1088,002638.SZ,002638,勤上股份,广东,文教休闲,东莞勤上光电股份有限公司,"Dongguan Kingsun Optoelectronic Co.,Ltd.",中小板,SZSE,CNY,L,20111125,,N
1089,002639.SZ,002639,雪人股份,福建,专用机械,福建雪人股份有限公司,"Fujian Snowman Co., Ltd",中小板,SZSE,CNY,L,20111205,,S
1090,002640.SZ,002640,跨境通,山西,互联网,跨境通宝电子商务股份有限公司,"Global Top E-Commerce Co.,Ltd.",中小板,SZSE,CNY,L,20111208,,S
1091,002641.SZ,002641,永高股份,浙江,塑料,永高股份有限公司,"Yonggao Co., Ltd.",中小板,SZSE,CNY,L,20111208,,N
1092,002642.SZ,002642,*ST荣联,北京,软件服务,北京荣之联科技股份有限公司,UEC Group Ltd.,中小板,SZSE,CNY,L,20111220,,N
1093,002643.SZ,002643,万润股份,山东,化工原料,中节能万润股份有限公司,"Valiant Co.,Ltd",中小板,SZSE,CNY,L,20111220,,S
1094,002644.SZ,002644,佛慈制药,甘肃,中成药,兰州佛慈制药股份有限公司,"Lanzhou Foci Pharmaceutical Co., Ltd.",中小板,SZSE,CNY,L,20111222,,N
1095,002645.SZ,002645,华宏科技,江苏,专用机械,江苏华宏科技股份有限公司,"Jiangsu Huahong Technology Co., Ltd.",中小板,SZSE,CNY,L,20111220,,N
1096,002646.SZ,002646,青青稞酒,青海,白酒,青海互助青稞酒股份有限公司,"Qinghai Huzhu Barley Wine Co.,Ltd.",中小板,SZSE,CNY,L,20111222,,N
1097,002647.SZ,002647,仁东控股,浙江,多元金融,仁东控股股份有限公司,"Rendong Holdings Co., Ltd.",中小板,SZSE,CNY,L,20111228,,N
1098,002648.SZ,002648,卫星石化,浙江,化工原料,浙江卫星石化股份有限公司,"Zhejiang Satellite Petrochemical Co., Ltd.",中小板,SZSE,CNY,L,20111228,,S
1099,002649.SZ,002649,博彦科技,北京,软件服务,博彦科技股份有限公司,Beyondsoft Corporation,中小板,SZSE,CNY,L,20120106,,N
1100,002650.SZ,002650,加加食品,湖南,食品,加加食品集团股份有限公司,"Jiajia Food Group Co.,Ltd.",中小板,SZSE,CNY,L,20120106,,N
1101,002651.SZ,002651,利君股份,四川,专用机械,成都利君实业股份有限公司,"Chengdu Leejun Industrial Co., Ltd.",中小板,SZSE,CNY,L,20120106,,N
1102,002652.SZ,002652,扬子新材,江苏,其他建材,苏州扬子江新型材料股份有限公司,"Suzhou Yangtze New Materials Co.,Ltd.",中小板,SZSE,CNY,L,20120119,,N
1103,002653.SZ,002653,海思科,西藏,化学制药,海思科医药集团股份有限公司,"Haisco Pharmaceutical Group Co., Ltd.",中小板,SZSE,CNY,L,20120117,,S
1104,002654.SZ,002654,万润科技,深圳,互联网,深圳万润科技股份有限公司,"Shenzhen Mason Technologies Co., Ltd.",中小板,SZSE,CNY,L,20120217,,N
1105,002655.SZ,002655,共达电声,山东,元器件,共达电声股份有限公司,"Gettop Acoustic Co., Ltd",中小板,SZSE,CNY,L,20120217,,N
1106,002656.SZ,002656,摩登大道,广东,服饰,摩登大道时尚集团股份有限公司,"Modern Avenue Group Co., Ltd.",中小板,SZSE,CNY,L,20120228,,N
1107,002657.SZ,002657,中科金财,北京,软件服务,北京中科金财科技股份有限公司,"Sinodata Co., Ltd.",中小板,SZSE,CNY,L,20120228,,N
1108,002658.SZ,002658,雪迪龙,北京,环境保护,北京雪迪龙科技股份有限公司,"Beijing SDL Technology Co.,Ltd",中小板,SZSE,CNY,L,20120309,,N
1109,002659.SZ,002659,凯文教育,北京,文教休闲,北京凯文德信教育科技股份有限公司,"Beijing Kaiwen Education Technology Co., Ltd",中小板,SZSE,CNY,L,20120309,,N
1110,002660.SZ,002660,茂硕电源,深圳,电气设备,茂硕电源科技股份有限公司,"Moso Power Supply Technology Co., Ltd",中小板,SZSE,CNY,L,20120316,,N
1111,002661.SZ,002661,克明面业,湖南,食品,克明面业股份有限公司,"Kemen Noodle Manufacturing Co., Ltd",中小板,SZSE,CNY,L,20120316,,N
1112,002662.SZ,002662,京威股份,北京,汽车配件,北京威卡威汽车零部件股份有限公司,"Beijing WKW Automotive Parts Co., Ltd.",中小板,SZSE,CNY,L,20120309,,N
1113,002663.SZ,002663,普邦股份,广东,建筑工程,广州普邦园林股份有限公司,"Pubang Landscape Architecture Co.,Ltd",中小板,SZSE,CNY,L,20120316,,N
1114,002664.SZ,002664,长鹰信质,浙江,汽车配件,长鹰信质科技股份有限公司,"Changying Xinzhi Technology Co.,Ltd.",中小板,SZSE,CNY,L,20120316,,N
1115,002665.SZ,002665,首航节能,北京,电气设备,北京首航艾启威节能技术股份有限公司,"Beijing Shouhang Resources Saving Co.,Ltd",中小板,SZSE,CNY,L,20120327,,S
1116,002666.SZ,002666,德联集团,广东,化工原料,广东德联集团股份有限公司,"Guangdong Delian Group Co., Ltd",中小板,SZSE,CNY,L,20120327,,N
1117,002667.SZ,002667,鞍重股份,辽宁,工程机械,鞍山重型矿山机器股份有限公司,"Anshan Heavy Duty Mining Machinery Co., Ltd.",中小板,SZSE,CNY,L,20120329,,N
1118,002668.SZ,002668,奥马电器,广东,家用电器,广东奥马电器股份有限公司,"Guangdong Homa Appliances Co., Ltd.",中小板,SZSE,CNY,L,20120416,,N
1119,002669.SZ,002669,康达新材,上海,化工原料,上海康达化工新材料集团股份有限公司,"Shanghai Kangda New Materials Group Co., Ltd",中小板,SZSE,CNY,L,20120416,,N
1120,002670.SZ,002670,国盛金控,广东,证券,国盛金融控股集团股份有限公司,Guosheng Financial Holding Inc.,中小板,SZSE,CNY,L,20120416,,S
1121,002671.SZ,002671,龙泉股份,山东,其他建材,山东龙泉管道工程股份有限公司,"Shandong Longquan Pipeline Engineering Co.,Ltd",中小板,SZSE,CNY,L,20120426,,N
1122,002672.SZ,002672,东江环保,深圳,环境保护,东江环保股份有限公司,Dongjiang Environmental Company Limited,中小板,SZSE,CNY,L,20120426,,S
1123,002673.SZ,002673,西部证券,陕西,证券,西部证券股份有限公司,"Western Securities Co., Ltd",中小板,SZSE,CNY,L,20120503,,S
1124,002674.SZ,002674,兴业科技,福建,纺织,兴业皮革科技股份有限公司,"Xingye Leather Technology Co.,Ltd.",中小板,SZSE,CNY,L,20120507,,N
1125,002675.SZ,002675,东诚药业,山东,化学制药,烟台东诚药业集团股份有限公司,"Yantai Dongcheng Pharmaceutical Group Co.,Ltd.",中小板,SZSE,CNY,L,20120525,,S
1126,002676.SZ,002676,顺威股份,广东,塑料,广东顺威精密塑料股份有限公司,"Guangdong Sunwill Precising Plastic Co.,Ltd.",中小板,SZSE,CNY,L,20120525,,N
1127,002677.SZ,002677,浙江美大,浙江,家用电器,浙江美大实业股份有限公司,"Zhejiang Meida Industrial Co.,Ltd.",中小板,SZSE,CNY,L,20120525,,S
1128,002678.SZ,002678,珠江钢琴,广东,文教休闲,广州珠江钢琴集团股份有限公司,"Guangzhou Pearl River Piano Group Co.,Ltd",中小板,SZSE,CNY,L,20120530,,N
1129,002679.SZ,002679,福建金森,福建,林业,福建金森林业股份有限公司,"Fujian Jinsen Forestry Co., Ltd.",中小板,SZSE,CNY,L,20120605,,N
